left,right,metric,cluster,delta_left_minus_right,lower,upper,clusters
pm_on,pm_off,emotional_support,user_id,-0.19607843137254902,-0.2761904761904762,-0.1130952380952381,18
pm_on,pm_off,personalization,user_id,-0.1715686274509804,-0.25,-0.0913978494623656,18
pm_on,pm_off,memory_appropriateness,user_id,-0.11764705882352941,-0.17204301075268819,-0.06666666666666667,18
pm_on,pm_off,factual_grounding,user_id,0.0,0.0,0.0,18
pm_on,pm_off,temporal_consistency,user_id,0.0,0.0,0.0,18
pm_on,pm_off,non_intrusiveness,user_id,-0.00980392156862745,-0.05,0.028735632183908046,18
pm_on,pm_off,overall,user_id,-0.18137254901960784,-0.2631578947368421,-0.09722222222222222,18
pm_on,pm_off,misuse_any,user_id,0.014705882352941176,-0.010101010101010102,0.0392156862745098,18
pm_on,pm_off,misuse_clear,user_id,0.0,0.0,0.0,18
pm_on,pm_off,misuse_severity,user_id,0.014705882352941176,-0.010101010101010102,0.0392156862745098,18
pm_on,pm_off,major_issue_rate,user_id,0.0,0.0,0.0,18
pm_on,pm_off,overall_risk,user_id,0.07352941176470588,0.029166666666666667,0.12626262626262627,18
pm_on,pm_off,omission_clear,user_id,0.00980392156862745,-0.00980392156862745,0.029411764705882353,18
pm_on,pm_off,omission_severity,user_id,0.03431372549019608,-0.04285714285714286,0.12777777777777777,18
pm_on,pm_off,source_invocations,user_id,0.0,0.0,0.0,18
pm_on,pm_off,memory_tokens_est,user_id,-611.8039215686274,-662.3495493358633,-559.3609717868338,18
pm_on,pm_off,candidate_memory_tokens_est,user_id,0.0,0.0,0.0,18
rule_on,rule_off,emotional_support,user_id,-0.1715686274509804,-0.25980392156862747,-0.08333333333333333,18
rule_on,rule_off,personalization,user_id,-0.17647058823529413,-0.23809523809523808,-0.11711711711711711,18
rule_on,rule_off,memory_appropriateness,user_id,-0.11274509803921569,-0.17222222222222222,-0.053763440860215055,18
rule_on,rule_off,factual_grounding,user_id,0.0,0.0,0.0,18
rule_on,rule_off,temporal_consistency,user_id,0.0,0.0,0.0,18
rule_on,rule_off,non_intrusiveness,user_id,0.0,-0.041666666666666664,0.036458333333333336,18
rule_on,rule_off,overall,user_id,-0.16666666666666666,-0.25225225225225223,-0.08080808080808081,18
rule_on,rule_off,misuse_any,user_id,0.0,-0.023809523809523808,0.023148148148148147,18
rule_on,rule_off,misuse_clear,user_id,0.0,0.0,0.0,18
rule_on,rule_off,misuse_severity,user_id,0.0,-0.023809523809523808,0.023148148148148147,18
rule_on,rule_off,major_issue_rate,user_id,0.0,0.0,0.0,18
rule_on,rule_off,overall_risk,user_id,0.14705882352941177,0.07471264367816093,0.21052631578947367,18
rule_on,rule_off,omission_clear,user_id,-0.029411764705882353,-0.05128205128205128,-0.009523809523809525,18
rule_on,rule_off,omission_severity,user_id,-0.09803921568627451,-0.16666666666666666,-0.01904761904761905,18
rule_on,rule_off,source_invocations,user_id,0.0,0.0,0.0,18
rule_on,rule_off,memory_tokens_est,user_id,-933.0343137254902,-961.868591017488,-908.0936681547619,18
rule_on,rule_off,candidate_memory_tokens_est,user_id,0.0,0.0,0.0,18
fixed_on,fixed_off,emotional_support,user_id,-0.18627450980392157,-0.2878787878787879,-0.09375,18
fixed_on,fixed_off,personalization,user_id,-0.18137254901960784,-0.2702702702702703,-0.10101010101010101,18
fixed_on,fixed_off,memory_appropriateness,user_id,-0.12745098039215685,-0.19696969696969696,-0.05952380952380952,18
fixed_on,fixed_off,factual_grounding,user_id,0.0,0.0,0.0,18
fixed_on,fixed_off,temporal_consistency,user_id,0.0,0.0,0.0,18
fixed_on,fixed_off,non_intrusiveness,user_id,0.0,-0.043010752688172046,0.03535353535353535,18
fixed_on,fixed_off,overall,user_id,-0.19607843137254902,-0.3,-0.10100677830940993,18
fixed_on,fixed_off,misuse_any,user_id,0.024509803921568627,0.009009009009009009,0.043010752688172046,18
fixed_on,fixed_off,misuse_clear,user_id,0.0,0.0,0.0,18
fixed_on,fixed_off,misuse_severity,user_id,0.024509803921568627,0.009009009009009009,0.043010752688172046,18
fixed_on,fixed_off,major_issue_rate,user_id,0.0,0.0,0.0,18
fixed_on,fixed_off,overall_risk,user_id,0.12254901960784313,0.00520438762626263,0.23737373737373738,18
fixed_on,fixed_off,omission_clear,user_id,0.004901960784313725,-0.011111111111111112,0.020833333333333332,18
fixed_on,fixed_off,omission_severity,user_id,-0.029411764705882353,-0.12857142857142856,0.06140350877192982,18
fixed_on,fixed_off,source_invocations,user_id,0.0,0.0,0.0,18
fixed_on,fixed_off,memory_tokens_est,user_id,-944.8284313725491,-974.5231712962964,-918.9602941176471,18
fixed_on,fixed_off,candidate_memory_tokens_est,user_id,0.0,0.0,0.0,18
pm_off,rule_off,emotional_support,user_id,0.00980392156862745,-0.05405686936936937,0.07353226174190602,18
pm_off,rule_off,personalization,user_id,-0.0196078431372549,-0.08333333333333333,0.043859649122807015,18
pm_off,rule_off,memory_appropriateness,user_id,0.004901960784313725,-0.044444444444444446,0.053763440860215055,18
pm_off,rule_off,factual_grounding,user_id,0.0,0.0,0.0,18
pm_off,rule_off,temporal_consistency,user_id,0.0,0.0,0.0,18
pm_off,rule_off,non_intrusiveness,user_id,0.00980392156862745,-0.010101010101010102,0.03572232947232935,18
pm_off,rule_off,overall,user_id,0.00980392156862745,-0.05405686936936937,0.07353226174190602,18
pm_off,rule_off,misuse_any,user_id,-0.004901960784313725,-0.026041666666666668,0.016666666666666666,18
pm_off,rule_off,misuse_clear,user_id,0.0,0.0,0.0,18
pm_off,rule_off,misuse_severity,user_id,-0.004901960784313725,-0.026041666666666668,0.016666666666666666,18
pm_off,rule_off,major_issue_rate,user_id,0.0,0.0,0.0,18
pm_off,rule_off,overall_risk,user_id,0.09803921568627451,0.04954954954954955,0.1452991452991453,18
pm_off,rule_off,omission_clear,user_id,-0.014705882352941176,-0.029411764705882353,0.0,18
pm_off,rule_off,omission_severity,user_id,-0.06372549019607843,-0.13425925925925927,0.020202020202020204,18
pm_off,rule_off,source_invocations,user_id,-0.28431372549019607,-0.3620797413793103,-0.20202020202020202,18
pm_off,rule_off,memory_tokens_est,user_id,-341.29901960784315,-396.9324103942652,-287.6885651629073,18
pm_off,rule_off,candidate_memory_tokens_est,user_id,-341.29901960784315,-396.9324103942652,-287.6885651629073,18
pm_off,fixed_off,emotional_support,user_id,-0.0196078431372549,-0.08771929824561403,0.049019607843137254,18
pm_off,fixed_off,personalization,user_id,-0.0392156862745098,-0.10952380952380952,0.029411764705882353,18
pm_off,fixed_off,memory_appropriateness,user_id,-0.024509803921568627,-0.07657657657657657,0.03333333333333333,18
pm_off,fixed_off,factual_grounding,user_id,0.0,0.0,0.0,18
pm_off,fixed_off,temporal_consistency,user_id,0.0,0.0,0.0,18
pm_off,fixed_off,non_intrusiveness,user_id,0.00980392156862745,-0.013157894736842105,0.03431372549019608,18
pm_off,fixed_off,overall,user_id,-0.03431372549019608,-0.10784313725490197,0.041666666666666664,18
pm_off,fixed_off,misuse_any,user_id,0.004901960784313725,-0.011111111111111112,0.021505376344086023,18
pm_off,fixed_off,misuse_clear,user_id,0.0,0.0,0.0,18
pm_off,fixed_off,misuse_severity,user_id,0.004901960784313725,-0.011111111111111112,0.021505376344086023,18
pm_off,fixed_off,major_issue_rate,user_id,0.0,0.0,0.0,18
pm_off,fixed_off,overall_risk,user_id,0.06862745098039216,-0.010752688172043012,0.1523809523809524,18
pm_off,fixed_off,omission_clear,user_id,0.00980392156862745,-0.009523809523809525,0.02857142857142857,18
pm_off,fixed_off,omission_severity,user_id,-0.014705882352941176,-0.07526881720430108,0.044444444444444446,18
pm_off,fixed_off,source_invocations,user_id,-1.2843137254901962,-1.3620797413793102,-1.202020202020202,18
pm_off,fixed_off,memory_tokens_est,user_id,-354.5637254901961,-410.4466452205882,-300.7499465811966,18
pm_off,fixed_off,candidate_memory_tokens_est,user_id,-354.5637254901961,-410.4466452205882,-300.7499465811966,18
pm_on,rule_on,emotional_support,user_id,-0.014705882352941176,-0.05172413793103448,0.021505376344086023,18
pm_on,rule_on,personalization,user_id,-0.014705882352941176,-0.05555555555555555,0.023148148148148147,18
pm_on,rule_on,memory_appropriateness,user_id,0.0,-0.04054054054054054,0.041666666666666664,18
pm_on,rule_on,factual_grounding,user_id,0.0,0.0,0.0,18
pm_on,rule_on,temporal_consistency,user_id,0.0,0.0,0.0,18
pm_on,rule_on,non_intrusiveness,user_id,0.0,-0.014705882352941176,0.014705882352941176,18
pm_on,rule_on,overall,user_id,-0.004901960784313725,-0.04285714285714286,0.03125,18
pm_on,rule_on,misuse_any,user_id,0.00980392156862745,-0.01282051282051282,0.03333333333333333,18
pm_on,rule_on,misuse_clear,user_id,0.0,0.0,0.0,18
pm_on,rule_on,misuse_severity,user_id,0.00980392156862745,-0.01282051282051282,0.03333333333333333,18
pm_on,rule_on,major_issue_rate,user_id,0.0,0.0,0.0,18
pm_on,rule_on,overall_risk,user_id,0.024509803921568627,-0.031007751937984496,0.08333333333333333,18
pm_on,rule_on,omission_clear,user_id,0.024509803921568627,0.004901960784313725,0.049019607843137254,18
pm_on,rule_on,omission_severity,user_id,0.06862745098039216,0.0,0.1571494708994708,18
pm_on,rule_on,source_invocations,user_id,-0.28431372549019607,-0.3620797413793103,-0.20202020202020202,18
pm_on,rule_on,memory_tokens_est,user_id,-20.068627450980394,-26.859824561403506,-14.032407407407407,18
pm_on,rule_on,candidate_memory_tokens_est,user_id,-341.29901960784315,-396.9324103942652,-287.6885651629073,18
pm_on,fixed_on,emotional_support,user_id,-0.029411764705882353,-0.06060606060606061,0.0,18
pm_on,fixed_on,personalization,user_id,-0.029411764705882353,-0.06372549019607843,0.0,18
pm_on,fixed_on,memory_appropriateness,user_id,-0.014705882352941176,-0.050505050505050504,0.022222222222222223,18
pm_on,fixed_on,factual_grounding,user_id,0.0,0.0,0.0,18
pm_on,fixed_on,temporal_consistency,user_id,0.0,0.0,0.0,18
pm_on,fixed_on,non_intrusiveness,user_id,0.0,-0.019240196078431367,0.020833333333333332,18
pm_on,fixed_on,overall,user_id,-0.0196078431372549,-0.05238095238095238,0.011111111111111112,18
pm_on,fixed_on,misuse_any,user_id,-0.004901960784313725,-0.022222222222222223,0.010752688172043012,18
pm_on,fixed_on,misuse_clear,user_id,0.0,0.0,0.0,18
pm_on,fixed_on,misuse_severity,user_id,-0.004901960784313725,-0.022222222222222223,0.010752688172043012,18
pm_on,fixed_on,major_issue_rate,user_id,0.0,0.0,0.0,18
pm_on,fixed_on,overall_risk,user_id,0.0196078431372549,-0.046875,0.08585858585858586,18
pm_on,fixed_on,omission_clear,user_id,0.014705882352941176,-0.011111111111111112,0.04411764705882353,18
pm_on,fixed_on,omission_severity,user_id,0.049019607843137254,-0.05392156862745098,0.17619747899159655,18
pm_on,fixed_on,source_invocations,user_id,-1.2843137254901962,-1.3620797413793102,-1.202020202020202,18
pm_on,fixed_on,memory_tokens_est,user_id,-21.53921568627451,-28.096805819101835,-15.41922811059908,18
pm_on,fixed_on,candidate_memory_tokens_est,user_id,-354.5637254901961,-410.4466452205882,-300.7499465811966,18
pm_on,pm_off,emotional_support,scenario_id,-0.19607843137254902,-0.2696078431372549,-0.11764705882352941,34
pm_on,pm_off,personalization,scenario_id,-0.1715686274509804,-0.24019607843137256,-0.10784313725490197,34
pm_on,pm_off,memory_appropriateness,scenario_id,-0.11764705882352941,-0.16666666666666666,-0.06862745098039216,34
pm_on,pm_off,factual_grounding,scenario_id,0.0,0.0,0.0,34
pm_on,pm_off,temporal_consistency,scenario_id,0.0,0.0,0.0,34
pm_on,pm_off,non_intrusiveness,scenario_id,-0.00980392156862745,-0.04411764705882353,0.029411764705882353,34
pm_on,pm_off,overall,scenario_id,-0.18137254901960784,-0.2549019607843137,-0.10784313725490197,34
pm_on,pm_off,misuse_any,scenario_id,0.014705882352941176,-0.00980392156862745,0.0392156862745098,34
pm_on,pm_off,misuse_clear,scenario_id,0.0,0.0,0.0,34
pm_on,pm_off,misuse_severity,scenario_id,0.014705882352941176,-0.00980392156862745,0.0392156862745098,34
pm_on,pm_off,major_issue_rate,scenario_id,0.0,0.0,0.0,34
pm_on,pm_off,overall_risk,scenario_id,0.07352941176470588,0.0,0.14705882352941177,34
pm_on,pm_off,omission_clear,scenario_id,0.00980392156862745,-0.014705882352941176,0.03431372549019608,34
pm_on,pm_off,omission_severity,scenario_id,0.03431372549019608,-0.0392156862745098,0.10784313725490197,34
